store_id,store_name,price_range,photo_links,food_rating,service_rating,atmosphere_rating,place,total_aburasoba_count,total_miso_count,total_iekei_count,total_gyokai_count,total_tonkotu_count,total_shio_count,total_tuke_count,total_syouyu_count,total_nibosi_count,total_kazoku_count,total_hitori_count,total_tijin_count,price_max,scene,taste
https://tabelog.com/tokyo/A1305/A130501/13178631/,なりたけ 池袋店,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/274632/150x150_square_45064662839b968e30315916a58ef9a0.jpg | https://tblg.k-img.com/restaurant/images/Rvw/274632/150x150_square_52f034079ff033eb798ab58feed025da.jpg | https://tblg.k-img.com/restaurant/images/Rvw/274632/150x150_square_6b60ce95682bf395a1e2919f4fe53897.jpg | https://tblg.k-img.com/restaurant/images/Rvw/274632/150x150_square_6c1ee4f4dfc4deea9737cb1367b63f38.jpg | https://tblg.k-img.com/restaurant/images/Rvw/266267/150x150_square_e5567425e236d7489809b3b5abc6c223.jpg | https://tblg.k-img.com/restaurant/images/Rvw/266196/150x150_square_c562bb1ff8dab79d1de3abd100f41cd1.jpg | https://tblg.k-img.com/restaurant/images/Rvw/266196/150x150_square_61e6940171a6a35bcf35b2efd7210eca.jpg | https://tblg.k-img.com/restaurant/images/Rvw/266196/150x150_square_af7e9711d2c03d02b131ccf8f2dd6d0e.jpg | https://tblg.k-img.com/restaurant/images/Rvw/266196/150x150_square_3ccf47649810aec8042e0ca975314890.jpg,3.5,3.33,3.29,池袋,0,1,1,0,1,1,0,1,0,0,1,0,2000,['b'],"['B', 'C', 'E', 'F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13094875/,ラーメン 桃源,～￥999,https://tblg.k-img.com/restaurant/images/Rvw/195291/150x150_square_6cbe22143b66865f69d6a7bb19b0a1d7.jpg | https://tblg.k-img.com/restaurant/images/Rvw/195291/150x150_square_c596b89c867e22f9d37e62812c2a9c99.jpg | https://tblg.k-img.com/restaurant/images/Rvw/195291/150x150_square_7f39ab05e3006bd0500bd418749288f5.jpg | https://tblg.k-img.com/restaurant/images/Rvw/183736/150x150_square_028a0614df4fdc14030556af54c57517.jpg | https://tblg.k-img.com/restaurant/images/Rvw/183736/150x150_square_2a59c2f71e137200d3b0af6266860adb.jpg | https://tblg.k-img.com/restaurant/images/Rvw/169023/150x150_square_f2aa03930d9f0bbd3178e89ca5dfb536.jpg | https://tblg.k-img.com/restaurant/images/Rvw/169023/150x150_square_86c3a5a03ada85adb3e23106aa0e4043.jpg | https://tblg.k-img.com/restaurant/images/Rvw/169023/150x150_square_067e6f190a3b460c97c810fc3497df2f.jpg | https://tblg.k-img.com/restaurant/images/Rvw/152876/150x150_square_152876120.jpg,3.06,3.08,2.89,池袋,0,0,0,0,0,1,0,1,0,0,1,0,1000,['b'],"['F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13053031/,フリーフローランチ,-,https://tblg.k-img.com/restaurant/images/Rvw/41773/150x150_square_41773376.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41475/150x150_square_41475597.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41475/150x150_square_41475585.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41553/150x150_square_41553233.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41553/150x150_square_41553231.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41439/150x150_square_41439837.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41475/150x150_square_41475584.jpg | https://tblg.k-img.com/restaurant/images/Rvw/39595/150x150_square_69c722a9d3b251da698c4eb796d82e47.jpg | https://tblg.k-img.com/restaurant/images/Rvw/39595/150x150_square_bfc5fc48104316d5c404a7a6c499a7c0.jpg,4.07,3.77,3.5,池袋,0,0,0,0,0,0,0,0,0,0,1,1,0,"['b', 'c']",
https://tabelog.com/tokyo/A1305/A130501/13286018/,そば～じゅ,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/249932/150x150_square_7343b00c9cfda0ece8c7dc9053d703bb.jpg | https://tblg.k-img.com/restaurant/images/Rvw/249932/150x150_square_b45f3fb45b05762c4f4d8b5d89c982ea.jpg | https://tblg.k-img.com/restaurant/images/Rvw/249932/150x150_square_9176ac8b9084ef6c4283d489e64fca95.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281879/150x150_square_c1fdcb8d195e279b2c4d512ec46c3871.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281117/150x150_square_78614e607202afd56171dc6a63dc6629.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281117/150x150_square_25e8f893c6aa1c55532cc08a3cdcc97e.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281117/150x150_square_b0829ee79d58e7d8bac9a02370f6fd1f.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281093/150x150_square_3920d251f403841eb602e1345d67e07c.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281093/150x150_square_dd1019bcd58a688653cf5d9804b967a8.jpg,3.74,3.61,3.58,池袋,0,0,0,0,0,1,0,1,0,0,0,0,2000,,"['F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13009851/,つけ麺屋 やすべえ 池袋店,～￥999,https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_01f3743c7c3e62cf57735ecaa1fa3ffc.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_f334bbef87fef35596bf01ac50e8c4ef.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_0c54bad2dce3df53f7811345dde68e5a.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_67b3aae04803a0fe0ed410c111fff45c.jpg | https://tblg.k-img.com/restaurant/images/Rvw/122057/150x150_square_122057317.jpg | https://tblg.k-img.com/restaurant/images/Rvw/41022/150x150_square_41022638.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_85e07e05d51e783c8a55df83ae3cb526.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_bbde90dae3f5fb19c58c03d111a131df.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276571/150x150_square_3d6a1bc195fea585c26cce55b3b67331.jpg,3.61,3.37,3.37,池袋,0,1,0,0,1,1,1,1,0,1,0,0,1000,['a'],"['B', 'E', 'F', 'G', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13164671/,ジャスミンタイ 池袋店,"￥4,000～￥4,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083540.jpg?token=4222b52&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/32947/32947771.jpg?token=9cb9205&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083583.jpg?token=f3b6d99&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/215251/102c82b593383bb5a9eace03a4c16aeb.jpg?token=b1c5f47&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083552.jpg?token=0a3ee34&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083556.jpg?token=5eb08c3&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083630.jpg?token=1af47e0&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/215251/e0199f93d688e89a42a19df7261e0df4.jpg?token=2d7b879&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083676.jpg?token=64b9888&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/60083/60083678.jpg?token=6de464f&api=v2,3.55,3.27,3.33,池袋,0,0,0,0,0,0,0,0,0,1,0,1,0,"['a', 'c']",
https://tabelog.com/tokyo/A1305/A130501/13003905/,四川飯店 池袋東武店,"￥3,000～￥3,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/87965/87965052.jpg?token=ea30d39&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/145642/145642086.jpg?token=941f719&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/145642/145642032.jpg?token=d69055f&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/87965/87965028.jpg?token=d3aa179&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/146340/146340515.jpg?token=e13b55b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/145640/145640521.jpg?token=cffc025&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/141193/141193436.jpg?token=436047a&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/87964/87964977.jpg?token=fef7fab&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/87964/87964979.jpg?token=3a47d02&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/87965/87965037.jpg?token=549694b&api=v2,3.67,3.53,3.44,池袋,0,1,0,0,0,1,0,1,0,1,0,0,4000,['a'],"['B', 'F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13252357/,刀削麺倶楽部,"￥1,000～￥1,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025780.jpg?token=00eabaf&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025779.jpg?token=26b201e&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025778.jpg?token=29bba20&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025775.jpg?token=6e5df7b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025773.jpg?token=6b789f7&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140026/140026075.jpg?token=cbbfd35&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140026/140026072.jpg?token=7387845&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140026/140026070.jpg?token=3e8c9c8&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025771.jpg?token=7e0dae3&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/140025/140025770.jpg?token=b37d1bc&api=v2,3.6,3.3,3.34,池袋,0,0,0,0,0,0,0,0,0,0,0,0,2000,,
https://tabelog.com/tokyo/A1305/A130501/13298751/,人類みな麺類とエスサワダ,"￥1,000～￥1,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/f4006ce7eec14e98760057263073671f.jpg?token=e939dac&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/2878cc780a45da235f6bdb8cbca9fd7b.jpg?token=a4c4d60&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/bab56ae7b41a1f6753d6ca41104a6e6c.jpg?token=2692e9b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/9fb10f69579b598270fb0df1f1abe406.jpg?token=a14af2b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/1ba33c35a1931a13d856a0a5e81b8553.jpg?token=885b501&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/1a02e102e9f35c3ff1682f590dfb944c.jpg?token=28593e5&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/c7b0a303ca145820316db67a363a353c.jpg?token=07775a7&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/b509d05047d7b4b225663c494ddc8c6b.jpg?token=df04d72&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/b60fd01a594d1d29f64bf24c83171b78.jpg?token=e028226&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/265678/6d95d3b4dfd0dd35ff2e0eb5df0011e2.jpg?token=23d9bc8&api=v2,3.65,3.5,3.53,池袋,0,0,1,0,0,1,0,1,0,1,0,0,2000,['a'],"['C', 'F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13016969/,環七土佐っ子ラーメン,"￥1,000～￥1,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/24866/24866501.jpg?token=ea30575&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/24866/24866502.jpg?token=f940bdb&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18716/18716359.jpg?token=3e07d9f&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436336.jpg?token=5497988&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436337.jpg?token=4378db5&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436338.jpg?token=7350942&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436342.jpg?token=42e9d8e&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436341.jpg?token=abe3fff&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436349.jpg?token=dbf8c8a&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/18436/18436350.jpg?token=2ee41ce&api=v2,3.42,3.17,3.11,池袋,0,1,1,0,1,1,0,1,0,0,1,1,2000,"['b', 'c']","['B', 'C', 'E', 'F', 'H']"
